DateTime,Currency,Impact,Event,Actual,Forecast,Previous,Detail
2025-02-13T13:30:00+00:00,USD,High Impact Expected,Core PPI m/m,0.3%,0.3%,0.4%,
2025-02-13T13:30:00+00:00,USD,High Impact Expected,PPI m/m,0.4%,0.3%,0.5%,
2025-02-13T13:30:00+00:00,USD,High Impact Expected,Unemployment Claims,213K,217K,220K,
2025-02-13T18:36:00+00:00,USD,High Impact Expected,President Trump Speaks,,,,
2025-02-14T13:30:00+00:00,USD,High Impact Expected,Core Retail Sales m/m,-0.4%,0.3%,0.7%,
2025-02-14T13:30:00+00:00,USD,High Impact Expected,Retail Sales m/m,-0.9%,-0.2%,0.7%,
2025-02-14T19:08:00+00:00,USD,High Impact Expected,President Trump Speaks,,,,
2025-02-18T03:30:00+00:00,AUD,High Impact Expected,Cash Rate,4.10%,4.10%,4.35%,
2025-02-18T03:30:00+00:00,AUD,High Impact Expected,RBA Monetary Policy Statement,,,,
2025-02-18T03:30:00+00:00,AUD,High Impact Expected,RBA Rate Statement,,,,
2025-02-18T07:00:00+00:00,GBP,High Impact Expected,Claimant Count Change,22.0K,10.0K,-15.1K,
2025-02-18T09:30:00+00:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2025-02-18T13:30:00+00:00,CAD,High Impact Expected,CPI m/m,0.1%,0.1%,-0.4%,
2025-02-18T13:30:00+00:00,CAD,High Impact Expected,Median CPI y/y,2.7%,2.5%,2.6%,
2025-02-18T13:30:00+00:00,CAD,High Impact Expected,Trimmed CPI y/y,2.7%,2.6%,2.5%,
2025-02-18T21:13:00+00:00,USD,High Impact Expected,President Trump Speaks,,,,
2025-02-19T00:30:00+00:00,AUD,High Impact Expected,Wage Price Index q/q,0.7%,0.8%,0.9%,
2025-02-19T01:00:00+00:00,NZD,High Impact Expected,Official Cash Rate,3.75%,3.75%,4.25%,
2025-02-19T01:00:00+00:00,NZD,High Impact Expected,RBNZ Monetary Policy Statement,,,,
2025-02-19T01:00:00+00:00,NZD,High Impact Expected,RBNZ Rate Statement,,,,
2025-02-19T02:00:00+00:00,NZD,High Impact Expected,RBNZ Press Conference,,,,
2025-02-19T02:00:00+00:00,USD,High Impact Expected,President Trump Speaks,,,,
2025-02-19T07:00:00+00:00,GBP,High Impact Expected,CPI y/y,3.0%,2.8%,2.5%,
2025-02-19T19:00:00+00:00,USD,High Impact Expected,FOMC Meeting Minutes,,,,
2025-02-19T22:00:00+00:00,USD,High Impact Expected,President Trump Speaks,,,,
2025-02-20T00:30:00+00:00,AUD,High Impact Expected,Employment Change,44.0K,19.4K,60.0K,
2025-02-20T00:30:00+00:00,AUD,High Impact Expected,Unemployment Rate,4.1%,4.1%,4.0%,
2025-02-20T13:30:00+00:00,USD,High Impact Expected,Unemployment Claims,219K,215K,214K,
2025-02-20T22:30:00+00:00,AUD,High Impact Expected,RBA Gov Bullock Speaks,,,,
2025-02-21T00:20:00+00:00,USD,High Impact Expected,President Trump Speaks,,,,
2025-02-21T07:00:00+00:00,GBP,High Impact Expected,Retail Sales m/m,1.7%,0.4%,-0.6%,
2025-02-21T08:15:00+00:00,EUR,High Impact Expected,French Flash Manufacturing PMI,45.5,45.3,45.0,
2025-02-21T08:15:00+00:00,EUR,High Impact Expected,French Flash Services PMI,44.5,48.8,48.2,
2025-02-21T08:30:00+00:00,EUR,High Impact Expected,German Flash Services PMI,52.2,52.4,52.5,
2025-02-21T08:30:00+00:00,EUR,High Impact Expected,German Flash Manufacturing PMI,46.1,45.4,45.0,
2025-02-21T09:30:00+00:00,GBP,High Impact Expected,Flash Manufacturing PMI,46.4,48.5,48.3,
2025-02-21T09:30:00+00:00,GBP,High Impact Expected,Flash Services PMI,51.1,50.8,50.8,
2025-02-21T13:30:00+00:00,CAD,High Impact Expected,Core Retail Sales m/m,2.7%,1.7%,-0.7%,
2025-02-21T13:30:00+00:00,CAD,High Impact Expected,Retail Sales m/m,2.5%,1.5%,0.2%,
2025-02-21T14:45:00+00:00,USD,High Impact Expected,Flash Manufacturing PMI,51.6,51.3,51.2,
2025-02-21T14:45:00+00:00,USD,High Impact Expected,Flash Services PMI,49.7,53.0,52.9,
2025-02-21T17:30:00+00:00,CAD,High Impact Expected,BOC Gov Macklem Speaks,,,,
2025-02-21T20:56:00+00:00,USD,High Impact Expected,President Trump Speaks,,,,
2025-02-23T23:59:59+00:00,EUR,High Impact Expected,German Federal Elections,,,,
2025-02-24T19:49:00+00:00,USD,High Impact Expected,President Trump Speaks,,,,
2025-02-25T20:59:00+00:00,USD,High Impact Expected,President Trump Speaks,,,,
2025-02-26T00:30:00+00:00,AUD,High Impact Expected,CPI y/y,2.5%,2.6%,2.5%,
2025-02-27T13:30:00+00:00,USD,High Impact Expected,Prelim GDP q/q,2.3%,2.3%,2.3%,
2025-02-27T13:30:00+00:00,USD,High Impact Expected,Unemployment Claims,242K,222K,220K,
2025-02-28T13:30:00+00:00,CAD,High Impact Expected,GDP m/m,0.2%,0.3%,-0.2%,
2025-02-28T13:30:00+00:00,USD,High Impact Expected,Core PCE Price Index m/m,0.3%,0.3%,0.2%,
2025-02-28T17:15:00+00:00,USD,High Impact Expected,President Trump Speaks,,,,
2025-02-28T23:59:59+00:00,EUR,High Impact Expected,German Prelim CPI m/m,0.4%,0.4%,-0.2%,
2025-03-01T01:30:00+00:00,CNY,High Impact Expected,Manufacturing PMI,50.2,49.9,49.1,
2025-03-03T15:00:00+00:00,USD,High Impact Expected,ISM Manufacturing PMI,50.3,50.6,50.9,
2025-03-05T00:30:00+00:00,AUD,High Impact Expected,GDP q/q,0.6%,0.6%,0.3%,
2025-03-05T02:10:00+00:00,USD,High Impact Expected,President Trump Speaks,,,,
2025-03-05T07:30:00+00:00,CHF,High Impact Expected,CPI m/m,0.6%,0.5%,-0.1%,
2025-03-05T13:15:00+00:00,USD,High Impact Expected,ADP Non-Farm Employment Change,77K,141K,186K,
2025-03-05T15:00:00+00:00,USD,High Impact Expected,ISM Services PMI,53.5,52.5,52.8,
2025-03-06T13:15:00+00:00,EUR,High Impact Expected,Main Refinancing Rate,2.65%,2.65%,2.90%,
2025-03-06T13:15:00+00:00,EUR,High Impact Expected,Monetary Policy Statement,,,,
2025-03-06T13:30:00+00:00,USD,High Impact Expected,Unemployment Claims,221K,234K,242K,
2025-03-06T13:45:00+00:00,EUR,High Impact Expected,ECB Press Conference,,,,
2025-03-06T23:59:59+00:00,EUR,High Impact Expected,Euro Summit,,,,
2025-03-07T13:30:00+00:00,CAD,High Impact Expected,Employment Change,1.1K,19.7K,76.0K,
2025-03-07T13:30:00+00:00,CAD,High Impact Expected,Unemployment Rate,6.6%,6.7%,6.6%,
2025-03-07T13:30:00+00:00,USD,High Impact Expected,Average Hourly Earnings m/m,0.3%,0.3%,0.4%,
2025-03-07T13:30:00+00:00,USD,High Impact Expected,Non-Farm Employment Change,151K,159K,125K,
2025-03-07T13:30:00+00:00,USD,High Impact Expected,Unemployment Rate,4.1%,4.0%,4.0%,
2025-03-07T17:30:00+00:00,USD,High Impact Expected,Fed Chair Powell Speaks,,,,
2025-03-11T14:00:00+00:00,USD,High Impact Expected,JOLTS Job Openings,7.74M,7.65M,7.51M,
2025-03-12T12:30:00+00:00,USD,High Impact Expected,Core CPI m/m,0.2%,0.3%,0.4%,
2025-03-12T12:30:00+00:00,USD,High Impact Expected,CPI m/m,0.2%,0.3%,0.5%,
2025-03-12T12:30:00+00:00,USD,High Impact Expected,CPI y/y,2.8%,2.9%,3.0%,
2025-03-12T13:45:00+00:00,CAD,High Impact Expected,BOC Rate Statement,,,,
2025-03-12T13:45:00+00:00,CAD,High Impact Expected,Overnight Rate,2.75%,2.75%,3.00%,
2025-03-12T14:30:00+00:00,CAD,High Impact Expected,BOC Press Conference,,,,
2025-03-13T12:30:00+00:00,USD,High Impact Expected,Unemployment Claims,220K,226K,222K,
2025-03-13T12:30:00+00:00,USD,High Impact Expected,PPI m/m,0.0%,0.3%,0.6%,
2025-03-13T12:30:00+00:00,USD,High Impact Expected,Core PPI m/m,-0.1%,0.3%,0.5%,
2025-03-14T07:00:00+00:00,GBP,High Impact Expected,GDP m/m,-0.1%,0.1%,0.4%,
2025-03-14T14:00:00+00:00,USD,High Impact Expected,Prelim UoM Consumer Sentiment,57.9,63.1,64.7,
2025-03-14T14:00:00+00:00,USD,High Impact Expected,Prelim UoM Inflation Expectations,4.9%,,4.3%,
2025-03-17T12:30:00+00:00,USD,High Impact Expected,Core Retail Sales m/m,0.3%,0.3%,-0.6%,
2025-03-17T12:30:00+00:00,USD,High Impact Expected,Retail Sales m/m,0.2%,0.6%,-1.2%,
2025-03-18T12:30:00+00:00,CAD,High Impact Expected,CPI m/m,1.1%,0.6%,0.1%,
2025-03-18T12:30:00+00:00,CAD,High Impact Expected,Median CPI y/y,2.9%,2.7%,2.7%,
2025-03-18T12:30:00+00:00,CAD,High Impact Expected,Trimmed CPI y/y,2.9%,2.8%,2.7%,
2025-03-19T02:25:00+00:00,JPY,High Impact Expected,BOJ Policy Rate,<0.50%,<0.50%,<0.50%,
2025-03-19T02:25:00+00:00,JPY,High Impact Expected,Monetary Policy Statement,,,,
2025-03-19T06:30:00+00:00,JPY,High Impact Expected,BOJ Press Conference,,,,
2025-03-19T18:00:00+00:00,USD,High Impact Expected,Federal Funds Rate,4.50%,4.50%,4.50%,
2025-03-19T18:00:00+00:00,USD,High Impact Expected,FOMC Economic Projections,,,,
2025-03-19T18:00:00+00:00,USD,High Impact Expected,FOMC Statement,,,,
2025-03-19T18:30:00+00:00,USD,High Impact Expected,FOMC Press Conference,,,,
2025-03-19T21:45:00+00:00,NZD,High Impact Expected,GDP q/q,0.7%,0.4%,-1.1%,
2025-03-20T00:30:00+00:00,AUD,High Impact Expected,Employment Change,-52.8K,30.8K,30.5K,
2025-03-20T00:30:00+00:00,AUD,High Impact Expected,Unemployment Rate,4.1%,4.1%,4.1%,
2025-03-20T07:00:00+00:00,GBP,High Impact Expected,Claimant Count Change,44.2K,7.9K,2.8K,
2025-03-20T08:30:00+00:00,CHF,High Impact Expected,SNB Monetary Policy Assessment,,,,
2025-03-20T08:30:00+00:00,CHF,High Impact Expected,SNB Policy Rate,0.25%,0.25%,0.50%,
2025-03-20T09:00:00+00:00,CHF,High Impact Expected,SNB Press Conference,,,,
2025-03-20T12:00:00+00:00,GBP,High Impact Expected,MPC Official Bank Rate Votes,0-1-8,0-2-7,0-9-0,
2025-03-20T12:00:00+00:00,GBP,High Impact Expected,Official Bank Rate,4.50%,4.50%,4.50%,
2025-03-20T12:00:00+00:00,GBP,High Impact Expected,Monetary Policy Summary,,,,
2025-03-20T12:30:00+00:00,USD,High Impact Expected,Unemployment Claims,223K,224K,221K,
2025-03-20T16:50:00+00:00,CAD,High Impact Expected,BOC Gov Macklem Speaks,,,,
2025-03-21T12:30:00+00:00,CAD,High Impact Expected,Core Retail Sales m/m,0.2%,-0.1%,2.9%,
2025-03-21T12:30:00+00:00,CAD,High Impact Expected,Retail Sales m/m,-0.6%,-0.4%,2.6%,
2025-03-24T08:15:00+00:00,EUR,High Impact Expected,French Flash Manufacturing PMI,48.9,46.2,45.8,
2025-03-24T08:15:00+00:00,EUR,High Impact Expected,French Flash Services PMI,46.6,46.3,45.3,
2025-03-24T08:30:00+00:00,EUR,High Impact Expected,German Flash Manufacturing PMI,48.3,47.1,46.5,
2025-03-24T08:30:00+00:00,EUR,High Impact Expected,German Flash Services PMI,50.2,52.3,51.1,
2025-03-24T09:30:00+00:00,GBP,High Impact Expected,Flash Services PMI,53.2,51.2,51.0,
2025-03-24T09:30:00+00:00,GBP,High Impact Expected,Flash Manufacturing PMI,44.6,47.3,46.9,
2025-03-24T13:45:00+00:00,USD,High Impact Expected,Flash Manufacturing PMI,49.8,51.9,52.7,
2025-03-24T13:45:00+00:00,USD,High Impact Expected,Flash Services PMI,54.3,51.2,51.0,
2025-03-24T18:00:00+00:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2025-03-26T00:30:00+00:00,AUD,High Impact Expected,CPI y/y,2.4%,2.5%,2.5%,
2025-03-26T07:00:00+00:00,GBP,High Impact Expected,CPI y/y,2.8%,3.0%,3.0%,
2025-03-26T12:30:00+00:00,GBP,High Impact Expected,Annual Budget Release,,,,
2025-03-26T20:00:00+00:00,USD,High Impact Expected,President Trump Speaks,,,,
2025-03-27T12:30:00+00:00,USD,High Impact Expected,Unemployment Claims,224K,225K,225K,
2025-03-27T12:30:00+00:00,USD,High Impact Expected,Final GDP q/q,2.4%,2.3%,2.3%,
2025-03-28T07:00:00+00:00,GBP,High Impact Expected,Retail Sales m/m,1.0%,-0.3%,1.4%,
2025-03-28T12:30:00+00:00,CAD,High Impact Expected,GDP m/m,0.4%,0.3%,0.3%,
2025-03-28T12:30:00+00:00,USD,High Impact Expected,Core PCE Price Index m/m,0.4%,0.3%,0.3%,
2025-03-31T02:30:00+01:00,CNY,High Impact Expected,Manufacturing PMI,50.5,50.4,50.2,
2025-03-31T23:59:59+01:00,EUR,High Impact Expected,German Prelim CPI m/m,0.3%,0.3%,0.4%,
2025-04-01T04:30:00+01:00,AUD,High Impact Expected,Cash Rate,4.10%,4.10%,4.10%,
2025-04-01T04:30:00+01:00,AUD,High Impact Expected,RBA Rate Statement,,,,
2025-04-01T15:00:00+01:00,USD,High Impact Expected,JOLTS Job Openings,7.57M,7.69M,7.76M,
2025-04-01T15:00:00+01:00,USD,High Impact Expected,ISM Manufacturing PMI,49.0,49.5,50.3,
2025-04-02T13:15:00+01:00,USD,High Impact Expected,ADP Non-Farm Employment Change,155K,118K,84K,
2025-04-02T21:00:00+01:00,USD,High Impact Expected,President Trump Speaks,,,,
2025-04-03T07:30:00+01:00,CHF,High Impact Expected,CPI m/m,0.0%,0.1%,0.6%,
2025-04-03T13:30:00+01:00,USD,High Impact Expected,Unemployment Claims,219K,225K,225K,
2025-04-03T15:00:00+01:00,USD,High Impact Expected,ISM Services PMI,50.8,53.0,53.5,
2025-04-04T13:30:00+01:00,CAD,High Impact Expected,Employment Change,-32.6K,10.4K,1.1K,
2025-04-04T13:30:00+01:00,CAD,High Impact Expected,Unemployment Rate,6.7%,6.7%,6.6%,
2025-04-04T13:30:00+01:00,USD,High Impact Expected,Average Hourly Earnings m/m,0.3%,0.3%,0.2%,
2025-04-04T13:30:00+01:00,USD,High Impact Expected,Non-Farm Employment Change,228K,137K,117K,
2025-04-04T13:30:00+01:00,USD,High Impact Expected,Unemployment Rate,4.2%,4.1%,4.1%,
2025-04-04T16:25:00+01:00,USD,High Impact Expected,Fed Chair Powell Speaks,,,,
2025-04-09T03:00:00+01:00,NZD,High Impact Expected,Official Cash Rate,3.50%,3.50%,3.75%,
2025-04-09T03:00:00+01:00,NZD,High Impact Expected,RBNZ Rate Statement,,,,
2025-04-09T07:15:00+01:00,JPY,High Impact Expected,BOJ Gov Ueda Speaks,,,,
2025-04-09T19:00:00+01:00,USD,High Impact Expected,FOMC Meeting Minutes,,,,
2025-04-10T11:00:00+01:00,AUD,High Impact Expected,RBA Gov Bullock Speaks,,,,
2025-04-10T13:30:00+01:00,USD,High Impact Expected,Unemployment Claims,223K,223K,219K,
2025-04-10T13:30:00+01:00,USD,High Impact Expected,CPI y/y,2.4%,2.5%,2.8%,
2025-04-10T13:30:00+01:00,USD,High Impact Expected,CPI m/m,-0.1%,0.1%,0.2%,
2025-04-10T13:30:00+01:00,USD,High Impact Expected,Core CPI m/m,0.1%,0.3%,0.2%,
2025-04-11T07:00:00+01:00,GBP,High Impact Expected,GDP m/m,0.5%,0.1%,0.0%,
2025-04-11T13:30:00+01:00,USD,High Impact Expected,Core PPI m/m,-0.1%,0.3%,0.1%,
2025-04-11T13:30:00+01:00,USD,High Impact Expected,PPI m/m,-0.4%,0.2%,0.1%,
2025-04-11T15:00:00+01:00,USD,High Impact Expected,Prelim UoM Consumer Sentiment,50.8,54.0,57.0,
2025-04-11T15:00:00+01:00,USD,High Impact Expected,Prelim UoM Inflation Expectations,6.7%,,5.0%,
2025-04-15T07:00:00+01:00,GBP,High Impact Expected,Claimant Count Change,18.7K,30.3K,16.5K,
2025-04-15T13:30:00+01:00,CAD,High Impact Expected,Trimmed CPI y/y,2.8%,3.0%,2.9%,
2025-04-15T13:30:00+01:00,CAD,High Impact Expected,CPI m/m,0.3%,0.7%,1.1%,
2025-04-15T13:30:00+01:00,CAD,High Impact Expected,Median CPI y/y,2.9%,2.9%,2.9%,
2025-04-16T07:00:00+01:00,GBP,High Impact Expected,CPI y/y,2.6%,2.7%,2.8%,
2025-04-16T13:30:00+01:00,USD,High Impact Expected,Core Retail Sales m/m,0.5%,0.4%,0.7%,
2025-04-16T13:30:00+01:00,USD,High Impact Expected,Retail Sales m/m,1.4%,1.3%,0.2%,
2025-04-16T14:45:00+01:00,CAD,High Impact Expected,BOC Rate Statement,,,,
2025-04-16T14:45:00+01:00,CAD,High Impact Expected,BOC Monetary Policy Report,,,,
2025-04-16T14:45:00+01:00,CAD,High Impact Expected,Overnight Rate,2.75%,2.75%,2.75%,
2025-04-16T15:30:00+01:00,CAD,High Impact Expected,BOC Press Conference,,,,
2025-04-16T18:30:00+01:00,USD,High Impact Expected,Fed Chair Powell Speaks,,,,
2025-04-16T23:45:00+01:00,NZD,High Impact Expected,CPI q/q,0.9%,0.8%,0.5%,
2025-04-17T02:30:00+01:00,AUD,High Impact Expected,Employment Change,32.2K,39.8K,-57.5K,
2025-04-17T02:30:00+01:00,AUD,High Impact Expected,Unemployment Rate,4.1%,4.2%,4.0%,
2025-04-17T13:15:00+01:00,EUR,High Impact Expected,Main Refinancing Rate,2.40%,2.40%,2.65%,
2025-04-17T13:15:00+01:00,EUR,High Impact Expected,Monetary Policy Statement,,,,
2025-04-17T13:30:00+01:00,USD,High Impact Expected,Unemployment Claims,215K,225K,224K,
2025-04-17T13:45:00+01:00,EUR,High Impact Expected,ECB Press Conference,,,,
2025-04-23T08:15:00+01:00,EUR,High Impact Expected,French Flash Manufacturing PMI,48.2,47.9,48.5,
2025-04-23T08:15:00+01:00,EUR,High Impact Expected,French Flash Services PMI,46.8,47.7,47.9,
2025-04-23T08:30:00+01:00,EUR,High Impact Expected,German Flash Manufacturing PMI,48.0,47.5,48.3,
2025-04-23T08:30:00+01:00,EUR,High Impact Expected,German Flash Services PMI,48.8,50.3,50.9,
2025-04-23T09:30:00+01:00,GBP,High Impact Expected,Flash Manufacturing PMI,44.0,44.0,44.9,
2025-04-23T09:30:00+01:00,GBP,High Impact Expected,Flash Services PMI,48.9,51.5,52.5,
2025-04-23T14:45:00+01:00,USD,High Impact Expected,Flash Manufacturing PMI,50.7,49.0,50.2,
2025-04-23T14:45:00+01:00,USD,High Impact Expected,Flash Services PMI,51.4,52.8,54.4,
2025-04-23T18:15:00+01:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2025-04-24T13:30:00+01:00,USD,High Impact Expected,Unemployment Claims,222K,222K,216K,
2025-04-25T07:00:00+01:00,GBP,High Impact Expected,Retail Sales m/m,0.4%,-0.3%,0.7%,
2025-04-25T09:00:00+01:00,CHF,High Impact Expected,SNB Chairman Schlegel Speaks,,,,
2025-04-25T13:30:00+01:00,CAD,High Impact Expected,Core Retail Sales m/m,0.5%,-0.1%,0.1%,
2025-04-25T13:30:00+01:00,CAD,High Impact Expected,Retail Sales m/m,-0.4%,-0.4%,-0.6%,
2025-04-28T23:59:59+01:00,CAD,High Impact Expected,Federal Election,,,,
2025-04-29T15:00:00+01:00,USD,High Impact Expected,JOLTS Job Openings,7.19M,7.49M,7.48M,
2025-04-30T02:30:00+01:00,AUD,High Impact Expected,CPI m/m,0.9%,0.8%,0.2%,
2025-04-30T02:30:00+01:00,AUD,High Impact Expected,CPI y/y,2.4%,2.3%,2.4%,
2025-04-30T02:30:00+01:00,AUD,High Impact Expected,Trimmed Mean CPI m/m,0.7%,0.6%,0.5%,
2025-04-30T02:30:00+01:00,CNY,High Impact Expected,Manufacturing PMI,49.0,49.7,50.5,
2025-04-30T13:15:00+01:00,USD,High Impact Expected,ADP Non-Farm Employment Change,62K,114K,147K,
2025-04-30T13:30:00+01:00,CAD,High Impact Expected,GDP m/m,-0.2%,0.0%,0.4%,
2025-04-30T13:30:00+01:00,USD,High Impact Expected,Advance GDP q/q,-0.3%,0.2%,2.4%,
2025-04-30T13:30:00+01:00,USD,High Impact Expected,Employment Cost Index q/q,0.9%,0.9%,0.9%,
2025-04-30T15:00:00+01:00,USD,High Impact Expected,Core PCE Price Index m/m,0.0%,0.1%,0.5%,
2025-04-30T23:59:59+01:00,EUR,High Impact Expected,German Prelim CPI m/m,0.4%,0.3%,0.3%,
2025-05-01T04:03:00+01:00,JPY,High Impact Expected,Monetary Policy Statement,,,,
2025-05-01T04:03:00+01:00,JPY,High Impact Expected,BOJ Policy Rate,<0.50%,<0.50%,<0.50%,
2025-05-01T04:03:00+01:00,JPY,High Impact Expected,BOJ Outlook Report,,,,
2025-05-01T07:30:00+01:00,JPY,High Impact Expected,BOJ Press Conference,,,,
2025-05-01T13:30:00+01:00,USD,High Impact Expected,Unemployment Claims,241K,224K,223K,
2025-05-01T15:00:00+01:00,USD,High Impact Expected,ISM Manufacturing PMI,48.7,48.0,49.0,
2025-05-02T13:30:00+01:00,USD,High Impact Expected,Average Hourly Earnings m/m,0.2%,0.3%,0.3%,
2025-05-02T13:30:00+01:00,USD,High Impact Expected,Non-Farm Employment Change,177K,138K,185K,
2025-05-02T13:30:00+01:00,USD,High Impact Expected,Unemployment Rate,4.2%,4.2%,4.2%,
2025-05-03T23:59:59+01:00,AUD,High Impact Expected,Parliamentary Elections,,,,
2025-05-05T07:30:00+01:00,CHF,High Impact Expected,CPI m/m,0.0%,0.2%,0.0%,
2025-05-05T15:00:00+01:00,USD,High Impact Expected,ISM Services PMI,51.6,50.2,50.8,
2025-05-06T23:45:00+01:00,NZD,High Impact Expected,Employment Change q/q,0.1%,0.1%,-0.2%,
2025-05-06T23:45:00+01:00,NZD,High Impact Expected,Unemployment Rate,5.1%,5.3%,5.1%,
2025-05-07T19:00:00+01:00,USD,High Impact Expected,Federal Funds Rate,4.50%,4.50%,4.50%,
2025-05-07T19:00:00+01:00,USD,High Impact Expected,FOMC Statement,,,,
2025-05-07T19:30:00+01:00,USD,High Impact Expected,FOMC Press Conference,,,,
2025-05-08T12:02:00+01:00,GBP,High Impact Expected,Monetary Policy Summary,,,,
2025-05-08T12:02:00+01:00,GBP,High Impact Expected,MPC Official Bank Rate Votes,0-7-2,0-9-0,0-1-8,
2025-05-08T12:02:00+01:00,GBP,High Impact Expected,BOE Monetary Policy Report,,,,
2025-05-08T12:02:00+01:00,GBP,High Impact Expected,Official Bank Rate,4.25%,4.25%,4.50%,
2025-05-08T12:30:00+01:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2025-05-08T13:30:00+01:00,USD,High Impact Expected,Unemployment Claims,228K,231K,241K,
2025-05-08T15:00:00+01:00,USD,High Impact Expected,President Trump Speaks,,,,
2025-05-08T16:00:00+01:00,CAD,High Impact Expected,BOC Press Conference,,,,
2025-05-09T09:40:00+01:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2025-05-09T13:30:00+01:00,CAD,High Impact Expected,Employment Change,7.4K,4.1K,-32.6K,
2025-05-09T13:30:00+01:00,CAD,High Impact Expected,Unemployment Rate,6.9%,6.8%,6.7%,
2025-05-13T07:00:00+01:00,GBP,High Impact Expected,Claimant Count Change,5.2K,22.3K,-16.9K,
2025-05-13T13:30:00+01:00,USD,High Impact Expected,Core CPI m/m,0.2%,0.3%,0.1%,
2025-05-13T13:30:00+01:00,USD,High Impact Expected,CPI m/m,0.2%,0.3%,-0.1%,
2025-05-13T13:30:00+01:00,USD,High Impact Expected,CPI y/y,2.3%,2.4%,2.4%,
2025-05-13T16:00:00+01:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2025-05-14T02:30:00+01:00,AUD,High Impact Expected,Wage Price Index q/q,0.9%,0.8%,0.7%,
2025-05-15T02:30:00+01:00,AUD,High Impact Expected,Employment Change,89.0K,20.9K,36.4K,
2025-05-15T02:30:00+01:00,AUD,High Impact Expected,Unemployment Rate,4.1%,4.1%,4.1%,
2025-05-15T07:00:00+01:00,GBP,High Impact Expected,GDP m/m,0.2%,0.0%,0.5%,
2025-05-15T13:30:00+01:00,USD,High Impact Expected,Retail Sales m/m,0.1%,0.0%,1.7%,
2025-05-15T13:30:00+01:00,USD,High Impact Expected,PPI m/m,-0.5%,0.2%,0.0%,
2025-05-15T13:30:00+01:00,USD,High Impact Expected,Unemployment Claims,229K,229K,229K,
2025-05-15T13:30:00+01:00,USD,High Impact Expected,Core PPI m/m,-0.4%,0.3%,0.4%,
2025-05-15T13:30:00+01:00,USD,High Impact Expected,Core Retail Sales m/m,0.1%,0.3%,0.8%,
2025-05-15T13:40:00+01:00,USD,High Impact Expected,Fed Chair Powell Speaks,,,,
2025-05-16T15:00:00+01:00,USD,High Impact Expected,Prelim UoM Consumer Sentiment,50.8,53.1,52.2,
2025-05-16T15:00:00+01:00,USD,High Impact Expected,Prelim UoM Inflation Expectations,7.3%,,6.5%,
2025-05-20T05:30:00+01:00,AUD,High Impact Expected,Cash Rate,3.85%,3.85%,4.10%,
2025-05-20T05:30:00+01:00,AUD,High Impact Expected,RBA Monetary Policy Statement,,,,
2025-05-20T05:30:00+01:00,AUD,High Impact Expected,RBA Rate Statement,,,,
2025-05-20T13:30:00+01:00,CAD,High Impact Expected,Trimmed CPI y/y,3.1%,2.8%,2.8%,
2025-05-20T13:30:00+01:00,CAD,High Impact Expected,Median CPI y/y,3.2%,2.9%,2.9%,
2025-05-20T13:30:00+01:00,CAD,High Impact Expected,CPI m/m,-0.1%,-0.1%,0.3%,
2025-05-21T07:00:00+01:00,GBP,High Impact Expected,CPI y/y,3.5%,3.3%,2.6%,
2025-05-22T08:15:00+01:00,EUR,High Impact Expected,French Flash Manufacturing PMI,49.5,48.9,48.7,
2025-05-22T08:15:00+01:00,EUR,High Impact Expected,French Flash Services PMI,47.4,47.7,47.3,
2025-05-22T08:30:00+01:00,EUR,High Impact Expected,German Flash Manufacturing PMI,48.8,48.8,48.4,
2025-05-22T08:30:00+01:00,EUR,High Impact Expected,German Flash Services PMI,47.2,49.6,49.0,
2025-05-22T09:30:00+01:00,GBP,High Impact Expected,Flash Manufacturing PMI,45.1,46.2,45.4,
2025-05-22T09:30:00+01:00,GBP,High Impact Expected,Flash Services PMI,50.2,50.0,49.0,
2025-05-22T13:30:00+01:00,USD,High Impact Expected,Unemployment Claims,227K,230K,229K,
2025-05-22T14:45:00+01:00,USD,High Impact Expected,Flash Services PMI,52.3,51.0,50.8,
