DateTime,Currency,Impact,Event,Actual,Forecast,Previous,Detail
2020-04-09T23:24:00+01:00,USD,High Impact Expected,President Trump Speaks,,,,
2020-04-09T23:59:59+01:00,All,High Impact Expected,OPEC-JMMC Meetings,,,,
2020-04-09T23:59:59+01:00,All,High Impact Expected,OPEC Meetings,,,,
2020-04-10T13:30:00+01:00,USD,High Impact Expected,Core CPI m/m,-0.1%,0.1%,0.2%,
2020-04-10T13:30:00+01:00,USD,High Impact Expected,CPI m/m,-0.4%,-0.3%,0.1%,
2020-04-10T13:30:00+01:00,USD,High Impact Expected,CPI y/y,1.5%,1.6%,2.3%,
2020-04-10T19:00:00+01:00,USD,High Impact Expected,President Trump Speaks,,,,
2020-04-10T23:59:59+01:00,All,High Impact Expected,G20 Meetings,,,,
2020-04-12T23:59:59+01:00,All,High Impact Expected,OPEC-JMMC Meetings,,,,
2020-04-13T22:49:00+01:00,USD,High Impact Expected,President Trump Speaks,,,,
2020-04-14T04:49:00+01:00,CNY,High Impact Expected,Trade Balance,139B,175B,-43B,
2020-04-14T23:15:00+01:00,USD,High Impact Expected,President Trump Speaks,,,,
2020-04-14T23:59:59+01:00,All,High Impact Expected,G7 Meetings,,,,
2020-04-15T13:30:00+01:00,USD,High Impact Expected,Retail Sales m/m,-8.7%,-8.0%,-0.4%,
2020-04-15T13:30:00+01:00,USD,High Impact Expected,Core Retail Sales m/m,-4.5%,-4.9%,-0.4%,
2020-04-15T15:00:00+01:00,CAD,High Impact Expected,Overnight Rate,0.25%,0.25%,0.25%,
2020-04-15T15:00:00+01:00,CAD,High Impact Expected,BOC Monetary Policy Report,,,,
2020-04-15T15:00:00+01:00,CAD,High Impact Expected,BOC Rate Statement,,,,
2020-04-15T15:30:00+01:00,CAD,High Impact Expected,BOC Press Conference,,,,
2020-04-15T22:50:00+01:00,USD,High Impact Expected,President Trump Speaks,,,,
2020-04-16T02:30:00+01:00,AUD,High Impact Expected,Employment Change,5.9K,-33.0K,25.6K,
2020-04-16T02:30:00+01:00,AUD,High Impact Expected,Unemployment Rate,5.2%,5.4%,5.1%,
2020-04-16T13:30:00+01:00,USD,High Impact Expected,Unemployment Claims,5245K,5350K,6615K,
2020-04-16T21:00:00+01:00,CAD,High Impact Expected,BOC Gov Poloz Speaks,,,,
2020-04-16T23:08:00+01:00,USD,High Impact Expected,President Trump Speaks,,,,
2020-04-17T03:00:00+01:00,CNY,High Impact Expected,GDP q/y,-6.8%,-6.2%,6.0%,
2020-04-17T23:00:00+01:00,USD,High Impact Expected,President Trump Speaks,,,,
2020-04-18T23:00:00+01:00,USD,High Impact Expected,President Trump Speaks,,,,
2020-04-19T23:25:00+01:00,USD,High Impact Expected,President Trump Speaks,,,,
2020-04-20T22:40:00+01:00,USD,High Impact Expected,President Trump Speaks,,,,
2020-04-21T06:00:00+01:00,AUD,High Impact Expected,RBA Gov Lowe Speaks,,,,
2020-04-21T07:00:00+01:00,GBP,High Impact Expected,Claimant Count Change,12.1K,170.0K,6.0K,
2020-04-21T22:46:00+01:00,USD,High Impact Expected,President Trump Speaks,,,,
2020-04-22T02:30:00+01:00,AUD,High Impact Expected,Retail Sales m/m,8.2%,7.2%,0.5%,
2020-04-22T23:11:00+01:00,USD,High Impact Expected,President Trump Speaks,,,,
2020-04-23T08:15:00+01:00,EUR,High Impact Expected,French Flash Services PMI,10.4,24.7,27.4,
2020-04-23T08:30:00+01:00,EUR,High Impact Expected,German Flash Manufacturing PMI,34.4,39.0,45.4,
2020-04-23T08:30:00+01:00,EUR,High Impact Expected,German Flash Services PMI,15.9,28.3,31.7,
2020-04-23T09:30:00+01:00,GBP,High Impact Expected,Flash Manufacturing PMI,32.9,42.0,47.8,
2020-04-23T09:30:00+01:00,GBP,High Impact Expected,Flash Services PMI,12.3,28.5,34.5,
2020-04-23T13:30:00+01:00,USD,High Impact Expected,Unemployment Claims,4427K,4350K,5237K,
2020-04-23T14:45:00+01:00,USD,High Impact Expected,Flash Manufacturing PMI,36.9,35.1,48.5,
2020-04-23T22:43:00+01:00,USD,High Impact Expected,President Trump Speaks,,,,
2020-04-24T07:00:00+01:00,GBP,High Impact Expected,Retail Sales m/m,-5.1%,-4.5%,-0.3%,
2020-04-24T09:00:00+01:00,EUR,High Impact Expected,German ifo Business Climate,74.3,79.8,85.9,
2020-04-24T13:30:00+01:00,USD,High Impact Expected,Core Durable Goods Orders m/m,-0.2%,-6.1%,-0.7%,
2020-04-24T22:40:00+01:00,USD,High Impact Expected,President Trump Speaks,,,,
2020-04-27T04:08:00+01:00,JPY,High Impact Expected,Monetary Policy Statement,,,,
2020-04-27T04:09:00+01:00,JPY,High Impact Expected,BOJ Outlook Report,,,,
2020-04-27T22:38:00+01:00,USD,High Impact Expected,President Trump Speaks,,,,
2020-04-28T15:00:00+01:00,USD,High Impact Expected,CB Consumer Confidence,86.9,88.3,118.8,
2020-04-29T02:30:00+01:00,AUD,High Impact Expected,CPI m/m,0.3%,0.2%,0.7%,
2020-04-29T13:32:00+01:00,USD,High Impact Expected,Advance GDP q/q,-4.8%,-4.0%,2.1%,
2020-04-29T19:00:00+01:00,USD,High Impact Expected,FOMC Statement,,,,
2020-04-29T19:30:00+01:00,USD,High Impact Expected,FOMC Press Conference,,,,
2020-04-30T02:00:00+01:00,CNY,High Impact Expected,Manufacturing PMI,50.8,51.0,52.0,
2020-04-30T12:45:00+01:00,EUR,High Impact Expected,Main Refinancing Rate,0.00%,0.00%,0.00%,
2020-04-30T12:45:00+01:00,EUR,High Impact Expected,Monetary Policy Statement,,,,
2020-04-30T13:30:00+01:00,CAD,High Impact Expected,GDP m/m,0.0%,0.2%,0.2%,
2020-04-30T13:30:00+01:00,EUR,High Impact Expected,ECB Press Conference,,,,
2020-04-30T13:30:00+01:00,USD,High Impact Expected,Unemployment Claims,3839K,3500K,4442K,
2020-04-30T15:00:00+01:00,USD,High Impact Expected,Fed Announcement,,,,
2020-04-30T21:30:00+01:00,CAD,High Impact Expected,BOC Gov Poloz Speaks,,,,
2020-05-01T14:40:00+01:00,CAD,High Impact Expected,BOC Gov Poloz Speaks,,,,
2020-05-01T15:00:00+01:00,USD,High Impact Expected,ISM Manufacturing PMI,41.5,36.7,49.1,
2020-05-05T05:30:00+01:00,AUD,High Impact Expected,Cash Rate,0.25%,0.25%,0.25%,
2020-05-05T05:30:00+01:00,AUD,High Impact Expected,RBA Rate Statement,,,,
2020-05-05T09:11:00+01:00,EUR,High Impact Expected,German Constitutional Court Ruling,,,,
2020-05-05T13:30:00+01:00,CAD,High Impact Expected,Trade Balance,-1.4B,-2.5B,-0.9B,
2020-05-05T15:00:00+01:00,USD,High Impact Expected,ISM Services PMI,41.8,37.5,52.5,
2020-05-05T23:45:00+01:00,NZD,High Impact Expected,Unemployment Rate,4.2%,4.4%,4.0%,
2020-05-05T23:45:00+01:00,NZD,High Impact Expected,Employment Change q/q,0.7%,-0.2%,0.1%,
2020-05-06T10:00:00+01:00,EUR,High Impact Expected,EU Economic Forecasts,,,,
2020-05-06T13:15:00+01:00,USD,High Impact Expected,ADP Non-Farm Employment Change,-20236K,-20500K,-149K,
2020-05-07T02:30:00+01:00,AUD,High Impact Expected,Goods Trade Balance,10.60B,6.40B,3.87B,
2020-05-07T04:00:00+01:00,NZD,High Impact Expected,Inflation Expectations q/q,1.24%,,1.93%,
2020-05-07T04:01:00+01:00,CNY,High Impact Expected,Trade Balance,318B,82B,139B,
2020-05-07T07:00:00+01:00,GBP,High Impact Expected,MPC Official Bank Rate Votes,0-0-9,0-0-9,0-0-9,
2020-05-07T07:00:00+01:00,GBP,High Impact Expected,Official Bank Rate,0.10%,0.10%,0.10%,
2020-05-07T07:00:00+01:00,GBP,High Impact Expected,BOE Monetary Policy Report,,,,
2020-05-07T07:00:00+01:00,GBP,High Impact Expected,Monetary Policy Summary,,,,
2020-05-07T10:00:00+01:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2020-05-07T13:30:00+01:00,USD,High Impact Expected,Unemployment Claims,3169K,3000K,3846K,
2020-05-07T15:00:00+01:00,EUR,High Impact Expected,ECB President Lagarde Speaks,,,,
2020-05-08T02:30:00+01:00,AUD,High Impact Expected,RBA Monetary Policy Statement,,,,
2020-05-08T12:00:00+01:00,EUR,High Impact Expected,ECB President Lagarde Speaks,,,,
2020-05-08T13:00:00+01:00,USD,High Impact Expected,President Trump Speaks,,,,
2020-05-08T13:30:00+01:00,USD,High Impact Expected,Unemployment Rate,14.7%,16.0%,4.4%,
2020-05-08T13:30:00+01:00,USD,High Impact Expected,Average Hourly Earnings m/m,4.7%,0.5%,0.5%,
2020-05-08T13:30:00+01:00,USD,High Impact Expected,Non-Farm Employment Change,-20537K,-22000K,-881K,
2020-05-08T13:30:00+01:00,CAD,High Impact Expected,Unemployment Rate,13.0%,18.0%,7.8%,
2020-05-08T13:30:00+01:00,CAD,High Impact Expected,Employment Change,-1993.8K,-4000.0K,-1010.7K,
2020-05-11T02:00:00+01:00,NZD,High Impact Expected,Prelim ANZ Business Confidence,-45.6,,-66.6,
2020-05-12T13:30:00+01:00,USD,High Impact Expected,Core CPI m/m,-0.4%,-0.2%,-0.1%,
2020-05-12T13:30:00+01:00,USD,High Impact Expected,CPI m/m,-0.8%,-0.7%,-0.4%,
2020-05-12T13:30:00+01:00,USD,High Impact Expected,CPI y/y,0.3%,0.4%,1.5%,
2020-05-13T03:00:00+01:00,NZD,High Impact Expected,RBNZ Monetary Policy Statement,,,,
2020-05-13T03:00:00+01:00,NZD,High Impact Expected,RBNZ Rate Statement,,,,
2020-05-13T03:00:00+01:00,NZD,High Impact Expected,Official Cash Rate,0.25%,0.25%,0.25%,
2020-05-13T04:00:00+01:00,NZD,High Impact Expected,RBNZ Press Conference,,,,
2020-05-13T07:00:00+01:00,GBP,High Impact Expected,Prelim GDP q/q,-2.0%,-2.6%,0.0%,
2020-05-13T14:00:00+01:00,USD,High Impact Expected,Fed Chair Powell Speaks,,,,
2020-05-13T21:10:00+01:00,NZD,High Impact Expected,RBNZ Gov Orr Speaks,,,,
2020-05-14T02:30:00+01:00,AUD,High Impact Expected,Employment Change,-594.3K,-575.0K,0.7K,
2020-05-14T02:30:00+01:00,AUD,High Impact Expected,Unemployment Rate,6.2%,8.3%,5.2%,
2020-05-14T03:00:00+01:00,NZD,High Impact Expected,Annual Budget Release,,,,
2020-05-14T11:30:00+01:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2020-05-14T15:30:00+01:00,CAD,High Impact Expected,BOC Gov Poloz Speaks,,,,
2020-05-15T09:00:00+01:00,EUR,High Impact Expected,German Prelim GDP q/q,-2.2%,-2.2%,-0.1%,
2020-05-15T13:30:00+01:00,USD,High Impact Expected,Core Retail Sales m/m,-17.2%,-8.6%,-4.0%,
2020-05-15T13:30:00+01:00,USD,High Impact Expected,Retail Sales m/m,-16.4%,-12.0%,-8.3%,
2020-05-18T00:00:00+01:00,USD,High Impact Expected,Fed Chair Powell Speaks,,,,
2020-05-19T07:00:00+01:00,GBP,High Impact Expected,Claimant Count Change,856.5K,675.0K,5.4K,
2020-05-19T15:00:00+01:00,USD,High Impact Expected,Fed Chair Powell Testifies,,,,
2020-05-19T23:59:59+01:00,All,High Impact Expected,G7 Meetings,,,,
2020-05-20T02:30:00+01:00,AUD,High Impact Expected,Retail Sales m/m,-17.9%,-17.7%,8.5%,
2020-05-20T14:30:00+01:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2020-05-21T03:30:00+01:00,AUD,High Impact Expected,RBA Gov Lowe Speaks,,,,
2020-05-21T08:15:00+01:00,EUR,High Impact Expected,French Flash Services PMI,29.4,27.9,10.2,
2020-05-21T08:30:00+01:00,EUR,High Impact Expected,German Flash Manufacturing PMI,36.8,39.3,34.5,
2020-05-21T08:30:00+01:00,EUR,High Impact Expected,German Flash Services PMI,31.4,26.3,16.2,
2020-05-21T14:45:00+01:00,USD,High Impact Expected,Flash Manufacturing PMI,39.8,39.3,36.1,
2020-05-21T19:30:00+01:00,USD,High Impact Expected,Fed Chair Powell Speaks,,,,
2020-05-22T02:00:00+01:00,JPY,High Impact Expected,Monetary Policy Statement,,,,
2020-05-22T07:00:00+01:00,GBP,High Impact Expected,Retail Sales m/m,-18.1%,-15.8%,-5.2%,
2020-05-22T12:30:00+01:00,EUR,High Impact Expected,ECB Monetary Policy Meeting Accounts,,,,
2020-05-26T22:00:00+01:00,NZD,High Impact Expected,RBNZ Financial Stability Report,,,,
2020-05-26T22:00:00+01:00,CAD,High Impact Expected,BOC Gov Poloz Speaks,,,,
2020-05-27T00:00:00+01:00,NZD,High Impact Expected,RBNZ Gov Orr Speaks,,,,
2020-05-27T02:00:00+01:00,NZD,High Impact Expected,RBNZ Gov Orr Speaks,,,,
2020-05-28T01:00:00+01:00,AUD,High Impact Expected,RBA Gov Lowe Speaks,,,,
2020-05-28T02:30:00+01:00,AUD,High Impact Expected,Private Capital Expenditure q/q,-1.6%,-2.6%,-2.6%,
2020-05-28T13:30:00+01:00,USD,High Impact Expected,Prelim GDP q/q,-5.0%,-4.8%,-4.8%,
2020-05-29T13:30:00+01:00,CAD,High Impact Expected,GDP m/m,-7.2%,-9.0%,0.0%,
2020-05-29T16:00:00+01:00,USD,High Impact Expected,Fed Chair Powell Speaks,,,,
2020-05-29T19:00:00+01:00,USD,High Impact Expected,President Trump Speaks,,,,
2020-05-31T02:00:00+01:00,CNY,High Impact Expected,Manufacturing PMI,50.6,51.1,50.8,
2020-06-01T15:00:00+01:00,USD,High Impact Expected,ISM Manufacturing PMI,43.1,43.5,41.5,
2020-06-02T05:30:00+01:00,AUD,High Impact Expected,Cash Rate,0.25%,0.25%,0.25%,
2020-06-02T05:30:00+01:00,AUD,High Impact Expected,RBA Rate Statement,,,,
2020-06-03T02:30:00+01:00,AUD,High Impact Expected,GDP q/q,-0.3%,-0.4%,0.5%,
2020-06-03T09:30:00+01:00,GBP,High Impact Expected,Final Services PMI,29.0,27.9,27.8,
2020-06-03T13:15:00+01:00,USD,High Impact Expected,ADP Non-Farm Employment Change,-2760K,-9000K,-19557K,
2020-06-03T15:00:00+01:00,USD,High Impact Expected,ISM Services PMI,45.4,44.2,41.8,
2020-06-03T15:00:00+01:00,CAD,High Impact Expected,Overnight Rate,0.25%,0.25%,0.25%,
2020-06-03T15:00:00+01:00,CAD,High Impact Expected,BOC Rate Statement,,,,
2020-06-03T23:59:59+01:00,All,High Impact Expected,G7 Meetings,,,,
2020-06-04T12:45:00+01:00,EUR,High Impact Expected,Main Refinancing Rate,0.00%,0.00%,0.00%,
2020-06-04T12:45:00+01:00,EUR,High Impact Expected,Monetary Policy Statement,,,,
2020-06-04T13:30:00+01:00,EUR,High Impact Expected,ECB Press Conference,,,,
2020-06-05T13:30:00+01:00,CAD,High Impact Expected,Employment Change,289.6K,-500.0K,-1993.8K,
2020-06-05T13:30:00+01:00,CAD,High Impact Expected,Unemployment Rate,13.7%,15.0%,13.0%,
2020-06-05T13:30:00+01:00,USD,High Impact Expected,Average Hourly Earnings m/m,-1.0%,1.0%,4.7%,
2020-06-05T13:30:00+01:00,USD,High Impact Expected,Non-Farm Employment Change,2509K,-7750K,-20687K,
2020-06-05T13:30:00+01:00,USD,High Impact Expected,Unemployment Rate,13.3%,19.4%,14.7%,
2020-06-06T23:59:59+01:00,All,High Impact Expected,OPEC Meetings,,,,
2020-06-06T23:59:59+01:00,All,High Impact Expected,OPEC-JMMC Meetings,,,,
2020-06-07T04:06:00+01:00,CNY,High Impact Expected,Trade Balance,443B,283B,318B,
2020-06-08T14:45:00+01:00,EUR,High Impact Expected,ECB President Lagarde Speaks,,,,
2020-06-10T13:30:00+01:00,USD,High Impact Expected,Core CPI m/m,-0.1%,0.0%,-0.4%,
2020-06-10T13:30:00+01:00,USD,High Impact Expected,CPI m/m,-0.1%,0.0%,-0.8%,
2020-06-10T13:30:00+01:00,USD,High Impact Expected,CPI y/y,0.1%,0.3%,0.3%,
2020-06-10T19:00:00+01:00,USD,High Impact Expected,FOMC Statement,,,,
2020-06-10T19:00:00+01:00,USD,High Impact Expected,FOMC Economic Projections,,,,
2020-06-10T19:00:00+01:00,USD,High Impact Expected,Federal Funds Rate,<0.25%,<0.25%,<0.25%,
2020-06-10T19:30:00+01:00,USD,High Impact Expected,FOMC Press Conference,,,,
2020-06-12T07:00:00+01:00,GBP,High Impact Expected,GDP m/m,-20.4%,-18.6%,-5.8%,
2020-06-12T15:00:00+01:00,USD,High Impact Expected,Prelim UoM Consumer Sentiment,78.9,75.0,72.3,
2020-06-15T19:00:00+01:00,USD,High Impact Expected,Fed Announcement,,,,
2020-06-16T03:33:00+01:00,JPY,High Impact Expected,Monetary Policy Statement,,,,
2020-06-16T07:00:00+01:00,GBP,High Impact Expected,Claimant Count Change,528.9K,405.3K,1032.7K,
2020-06-16T13:30:00+01:00,USD,High Impact Expected,Core Retail Sales m/m,12.4%,5.5%,-15.2%,
2020-06-16T13:30:00+01:00,USD,High Impact Expected,Retail Sales m/m,17.7%,7.9%,-14.7%,
2020-06-16T15:00:00+01:00,USD,High Impact Expected,Fed Chair Powell Testifies,,,,
2020-06-16T20:00:00+01:00,CAD,High Impact Expected,BOC Gov Macklem Speaks,,,,
2020-06-17T17:00:00+01:00,USD,High Impact Expected,Fed Chair Powell Testifies,,,,
2020-06-17T23:45:00+01:00,NZD,High Impact Expected,GDP q/q,-1.6%,-1.0%,0.5%,
2020-06-18T02:30:00+01:00,AUD,High Impact Expected,Employment Change,-227.7K,-105.0K,-607.4K,
2020-06-18T02:30:00+01:00,AUD,High Impact Expected,Unemployment Rate,7.1%,6.9%,6.4%,
2020-06-18T08:30:00+01:00,CHF,High Impact Expected,SNB Monetary Policy Assessment,,,,
2020-06-18T09:00:00+01:00,CHF,High Impact Expected,SNB Press Conference,,,,
2020-06-18T12:00:00+01:00,GBP,High Impact Expected,Official Bank Rate,0.10%,0.10%,0.10%,
2020-06-18T12:00:00+01:00,GBP,High Impact Expected,MPC Official Bank Rate Votes,0-0-9,0-0-9,0-0-9,
2020-06-18T12:00:00+01:00,GBP,High Impact Expected,Asset Purchase Facility,745B,745B,645B,
2020-06-18T12:00:00+01:00,GBP,High Impact Expected,Monetary Policy Summary,,,,
2020-06-18T12:02:00+01:00,GBP,High Impact Expected,MPC Asset Purchase Facility Votes,8-0-1,9-0-0,2-0-7,
2020-06-18T14:30:00+01:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2020-06-19T13:30:00+01:00,CAD,High Impact Expected,Core Retail Sales m/m,-22.0%,-12.7%,-0.2%,
2020-06-19T23:59:59+01:00,EUR,High Impact Expected,EU Economic Summit,,,,
2020-06-22T00:00:00+01:00,AUD,High Impact Expected,RBA Gov Lowe Speaks,,,,
2020-06-22T16:00:00+01:00,CAD,High Impact Expected,BOC Gov Macklem Speaks,,,,
2020-06-23T08:15:00+01:00,EUR,High Impact Expected,French Flash Services PMI,50.3,44.9,31.1,
2020-06-23T08:30:00+01:00,EUR,High Impact Expected,German Flash Manufacturing PMI,44.6,41.5,36.6,
2020-06-23T08:30:00+01:00,EUR,High Impact Expected,German Flash Services PMI,45.8,41.7,32.6,
2020-06-24T03:00:00+01:00,NZD,High Impact Expected,Official Cash Rate,0.25%,0.25%,0.25%,
2020-06-24T03:00:00+01:00,NZD,High Impact Expected,RBNZ Rate Statement,,,,
2020-06-26T08:00:00+01:00,EUR,High Impact Expected,ECB President Lagarde Speaks,,,,
2020-06-30T02:00:00+01:00,CNY,High Impact Expected,Manufacturing PMI,50.9,50.4,50.6,
2020-06-30T13:30:00+01:00,CAD,High Impact Expected,GDP m/m,-11.6%,-12.5%,-7.5%,
2020-06-30T17:30:00+01:00,USD,High Impact Expected,Fed Chair Powell Testifies,,,,
2020-07-01T13:15:00+01:00,USD,High Impact Expected,ADP Non-Farm Employment Change,2369K,2850K,3065K,
2020-07-02T13:30:00+01:00,USD,High Impact Expected,Average Hourly Earnings m/m,-1.2%,-0.8%,-1.0%,
2020-07-02T13:30:00+01:00,USD,High Impact Expected,Non-Farm Employment Change,4800K,3037K,2699K,
2020-07-02T13:30:00+01:00,USD,High Impact Expected,Unemployment Rate,11.1%,12.4%,13.3%,
2020-07-02T14:30:00+01:00,USD,High Impact Expected,President Trump Speaks,,,,
2020-07-06T15:00:00+01:00,USD,High Impact Expected,ISM Services PMI,57.1,50.0,45.4,
2020-07-07T05:30:00+01:00,AUD,High Impact Expected,Cash Rate,0.25%,0.25%,0.25%,
2020-07-07T05:30:00+01:00,AUD,High Impact Expected,RBA Rate Statement,,,,
2020-07-10T13:30:00+01:00,CAD,High Impact Expected,Employment Change,952.9K,700.0K,289.6K,
2020-07-10T13:30:00+01:00,CAD,High Impact Expected,Unemployment Rate,12.3%,12.0%,13.7%,
2020-07-13T16:30:00+01:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2020-07-14T13:30:00+01:00,USD,High Impact Expected,CPI y/y,0.6%,0.6%,0.1%,
2020-07-14T22:00:00+01:00,USD,High Impact Expected,President Trump Speaks,,,,
2020-07-15T03:57:00+01:00,JPY,High Impact Expected,BOJ Outlook Report,,,,
2020-07-15T03:57:00+01:00,JPY,High Impact Expected,Monetary Policy Statement,,,,
2020-07-15T15:00:00+01:00,CAD,High Impact Expected,Overnight Rate,0.25%,0.25%,0.25%,
2020-07-15T15:00:00+01:00,CAD,High Impact Expected,BOC Rate Statement,,,,
2020-07-15T15:00:00+01:00,CAD,High Impact Expected,BOC Monetary Policy Report,,,,
2020-07-15T16:00:00+01:00,CAD,High Impact Expected,BOC Press Conference,,,,
2020-07-15T23:45:00+01:00,NZD,High Impact Expected,CPI q/q,-0.5%,-0.5%,0.8%,
2020-07-15T23:59:59+01:00,All,High Impact Expected,OPEC-JMMC Meetings,,,,
2020-07-16T02:30:00+01:00,AUD,High Impact Expected,Employment Change,210.8K,106.0K,-264.1K,
2020-07-16T02:30:00+01:00,AUD,High Impact Expected,Unemployment Rate,7.4%,7.2%,7.1%,
2020-07-16T03:00:00+01:00,CNY,High Impact Expected,GDP q/y,3.2%,2.2%,-6.8%,
2020-07-16T12:45:00+01:00,EUR,High Impact Expected,Monetary Policy Statement,,,,
2020-07-16T12:45:00+01:00,EUR,High Impact Expected,Main Refinancing Rate,0.00%,0.00%,0.00%,
2020-07-16T13:30:00+01:00,EUR,High Impact Expected,ECB Press Conference,,,,
2020-07-16T13:30:00+01:00,USD,High Impact Expected,Core Retail Sales m/m,7.3%,5.0%,12.1%,
2020-07-16T13:30:00+01:00,USD,High Impact Expected,Retail Sales m/m,7.5%,5.0%,18.2%,
2020-07-18T23:59:59+01:00,EUR,High Impact Expected,EU Economic Summit,,,,
2020-07-21T04:00:00+01:00,AUD,High Impact Expected,RBA Gov Lowe Speaks,,,,
2020-07-21T13:30:00+01:00,CAD,High Impact Expected,Core Retail Sales m/m,10.6%,11.9%,-20.7%,
2020-07-21T22:00:00+01:00,USD,High Impact Expected,President Trump Speaks,,,,
2020-07-22T14:15:00+01:00,EUR,High Impact Expected,ECB President Lagarde Speaks,,,,
2020-07-24T08:15:00+01:00,EUR,High Impact Expected,French Flash Services PMI,57.8,52.3,50.7,
2020-07-24T08:30:00+01:00,EUR,High Impact Expected,German Flash Services PMI,56.7,50.4,47.3,
2020-07-24T08:30:00+01:00,EUR,High Impact Expected,German Flash Manufacturing PMI,50.0,48.0,45.2,
2020-07-28T14:30:00+01:00,USD,High Impact Expected,Fed Announcement,,,,
2020-07-29T02:30:00+01:00,AUD,High Impact Expected,CPI m/m,-1.9%,-2.0%,0.3%,
2020-07-29T02:30:00+01:00,AUD,High Impact Expected,Trimmed Mean CPI m/m,-0.1%,0.1%,0.5%,
2020-07-29T15:00:00+01:00,USD,High Impact Expected,Pending Home Sales m/m,16.6%,15.6%,44.3%,
2020-07-29T19:00:00+01:00,USD,High Impact Expected,FOMC Statement,,,,
2020-07-29T19:30:00+01:00,USD,High Impact Expected,FOMC Press Conference,,,,
2020-07-30T09:00:00+01:00,EUR,High Impact Expected,German Prelim GDP q/q,-10.1%,-9.0%,-2.0%,
2020-07-30T13:30:00+01:00,USD,High Impact Expected,Advance GDP q/q,-32.9%,-34.5%,-5.0%,
2020-07-31T02:00:00+01:00,CNY,High Impact Expected,Manufacturing PMI,51.1,50.8,50.9,
2020-07-31T13:30:00+01:00,CAD,High Impact Expected,GDP m/m,4.5%,3.5%,-11.7%,
2020-08-03T15:00:00+01:00,USD,High Impact Expected,ISM Manufacturing PMI,54.2,53.6,52.6,
2020-08-04T05:30:00+01:00,AUD,High Impact Expected,Cash Rate,0.25%,0.25%,0.25%,
2020-08-04T05:30:00+01:00,AUD,High Impact Expected,RBA Rate Statement,,,,
2020-08-04T23:45:00+01:00,NZD,High Impact Expected,Employment Change q/q,-0.4%,-2.0%,1.0%,
2020-08-04T23:45:00+01:00,NZD,High Impact Expected,Unemployment Rate,4.0%,5.6%,4.2%,
2020-08-05T15:00:00+01:00,USD,High Impact Expected,ISM Services PMI,58.1,55.0,57.1,
2020-08-06T04:00:00+01:00,NZD,High Impact Expected,Inflation Expectations q/q,1.43%,,1.24%,
2020-08-06T07:00:00+01:00,GBP,High Impact Expected,BOE Monetary Policy Report,,,,
2020-08-06T07:00:00+01:00,GBP,High Impact Expected,Monetary Policy Summary,,,,
2020-08-06T07:00:00+01:00,GBP,High Impact Expected,MPC Official Bank Rate Votes,0-0-9,0-0-9,0-0-9,
2020-08-06T07:00:00+01:00,GBP,High Impact Expected,Official Bank Rate,0.10%,0.10%,0.10%,
2020-08-06T10:00:00+01:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2020-08-07T02:30:00+01:00,AUD,High Impact Expected,RBA Monetary Policy Statement,,,,
2020-08-07T13:30:00+01:00,USD,High Impact Expected,Unemployment Rate,10.2%,10.5%,11.1%,
2020-08-07T13:30:00+01:00,USD,High Impact Expected,Non-Farm Employment Change,1763K,1530K,4791K,
